net_profit,current_assets,total_inventory,proprtor_capt_reserves,total_debt,capital_allowance,installment_tax_paid,tax_payable_IT,sales_exempt,output_VAT,input_VAT,VAT_payable,less_crdt_bal_prv_mnth,WVAT - credit,VAT_advance_paid,paye_payable,current_ratio,quick_ratio,Gearing_ratio,total_liabilities,payment_time
99543.94,528176.94,0,736575.94,0,0,0,0,0,976599.21,795083.52,-364741.64,391727.43,154529.9,557,0,2.778401692,2.778401692,0,190101,1
-1029709.56,5111117.88,0,741542.65,1107770,111416.53,0,0,329935.625,2623916.79,751038.31,1455489.72,14687.76,402701,41127,289211.8,1.321750473,1.321750473,1.493872267,4974701,1
-837739.33,5872898.41,0,-134013.02,2212564.43,20823.75,0,0,0,1656514.61,450313.36,945117.45,157797.8,103286,8275,0,1.48563889,1.48563889,-16.51007066,6165677.43,1
2072465,17047277,950000,-9108789,10288730,1007939.68,0,0,0,4504071.53,1115540.78,2860524.17,152354.58,375652,112460.78,390937.09,0.858448452,0.810609373,-1.129538735,30146971.88,1
37389,965104,0,550937,0,58836.15,0,10687.43,0,120303.82,4137.92,115651.38,514.52,0,0,0,1.313774496,1.313774496,0,734604,1
-662226,6344981,3647402,-33733486,49475481,1937107.08,0,0,0,2779393.78,1619827.05,-2871326.83,3852478.56,178415,330826.6063,779974.95,1.457692781,0.619740459,-1.466657819,53828237,1
-2012330.58,1698520.56,0,-2715362.7,0,154898.02,0,0,0,1337391.92,1017215.56,-773213.04,797898.4,295491,0,0,0.312672779,0.312672779,0,5432262.34,1
-92121,15001,0,7881,1320970,310000,0,0,0,176000,3200,172800,0,0,0,0,0.862126437,0.862126437,167.6145159,1338370,1
563909.02,6823163.44,0,2563289.52,5956660.4,1966559.25,0,316339.23,0,8566062.5,6854026.91,261659.88,83452.71,1366923,5718.61,979297.85,1.632355254,1.632355254,2.323834414,10136610.46,1
12203754.25,24624848,0,66261067.99,7104116,1961.2,289658.75,3892104.498,0,7494312.38,1212531.85,2870916.03,3406093.5,4771,0,0,0.790687116,0.790687116,0.107214028,38247722,1
-8317999.75,110182291,0,1414256,0,44196.26,289658.75,0,0,811788.36,83237.75,727306.53,1244.08,0,0,647518.7,0.930902997,0.930902997,0,118360657.8,1
1445526.98,83191037.64,3820065,30917301,46600672.64,0,0,465999.24,0,8392328.95,1540780.59,2044899.02,3544620.34,1262029,0,0,5.995392249,5.720088698,1.507268459,60476501.64,0
-8317999.75,64380653,15326245,-39756640.79,82970981.25,1167479.68,0,0,0,5682034.61,5533582.68,-439127.55,542527.78,45051.7,0,1141956.6,0.644282558,0.490906786,-2.086971625,182897096.3,1
12203754.25,167610171.3,0,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,0.01,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,330826.6063,0,1.90796281,1.90796281,1.252182975,170818695.3,1
12203754.25,15081730,6131409,45120836,6471081,755040.78,0,2252520.85,329935.625,4991670.84,1786803.8,696361.27,1535208.77,973297,0,0,0.387526282,0.229979228,0.143416691,45389035,0
12203754.25,107816944,15326245,58696310,40220737,3199971.6,289658.75,619070.81,0,20937304.57,12426437.53,4721163,3787977.04,1727,330826.6063,1947139.07,2.618755729,2.246497989,0.685234506,81391795,1
-6606861,112285738,10639353,12211711,82970981.25,5292318.225,289658.75,2033697.9,30000,63027825.07,27046302.71,9093209.121,0,2041601.5,330826.6063,7830261.319,2.190430143,1.982881438,6.794378056,134232939.3,1
1312277,60529494,15326245,44702356,82342364,1460479.73,0,248585.85,329935.625,19291475.02,18605383.17,554393.3,0,131698.55,10141.82,2936415.95,3.521287826,2.629687445,1.842013965,99531954,1
9189118,167610171.3,15326245,66261067.99,82970981.25,2364868.28,140568,328908.72,329935.625,50710466.45,33210906.12,-6367670.829,7877323.808,3153465,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
43271.41,4723324.92,3621565,4906350.46,140000,785062.5,0,79538.6,0,3523020.21,2799051.43,-6367670.829,7877323.808,118020,0,0,2.596884349,0.605747676,0.028534448,1958843,1
8413215,167610171.3,15326245,-4656431,82970981.25,4678578.9,0,697115.2,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,0,4101519.95,1.416096991,1.286609327,-17.81857849,201331639,1
-641072.58,167610171.3,15326245,41698160.53,61232060.17,2843493.05,138821,26070.12,329935.625,29088920.1,21272478.61,-6367670.829,7877323.808,3289713.125,330826.6063,6473530.48,1.532018092,1.391930623,1.468459505,170636885.2,1
6890319,110999403,5776183,39814864,0,2231471.65,289658.75,2070119.85,0,31095426.09,20417008.97,4021818.01,2207708.11,3289713.125,204809,7830261.319,1.480708822,1.403655748,0,74963694,1
10789932.65,7201108,1641501,-39756640.79,82970981.25,812806.53,50742,0,0,13828862.98,4516369.41,8783981.09,519424.48,9088,0,3927936.8,0.835855274,0.645321086,-2.086971625,91586238.25,1
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
179258,10498493,7929843,9551260,0,0,0,46958.1,0,1460236.5,1338186.31,122050.19,0,0,2630,171885.7,9.683053976,2.369137799,0,1084213,1
716560.93,28860225.75,15326245,14116163.17,11451320.13,3328882.25,0,379032.02,0,6457829.64,4549298.73,-1183341.13,1318771.04,1773101,19356,1533225.9,2.129327281,0.998546397,0.811220442,25005002.56,1
460178,3835931,0,14785956,71613215,403976.58,0,81322.3,0,3351122.96,2204312.49,410555.04,433529.88,302725.55,45289.38,690978.1,8.365167045,8.365167045,4.843326668,72071775,1
12203754.25,167610171.3,0,66261067.99,49635737,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,9093209.121,6641679.52,3289713.125,309198.41,7830261.319,1.416096991,1.416096991,0.749093525,167996394.8,1
5111484.73,10753537.96,0,9788040.46,1785940,247803.06,0,1196552.2,0,25849319.29,18328847.89,748906.39,1382776.01,3289713.125,0,0,3.034962829,3.034962829,0.182461444,5329159,1
-8317999.75,72652193,15326245,66261067.99,0,0,0,341260.45,0,7043843.9,6106699.63,-6367670.829,7877323.808,269189,0,716424.9,2.311859328,1.824164174,0,31425871,1
-2025215,22754957,568000,19927750,0,18329.3,289658.75,380625.3,0,4431057.78,1634835.06,2796222.72,0,0,0,1837650.7,5.120304775,4.992493806,0,4444063,1
-8317999.75,167610171.3,0,-39756640.79,82970981.25,5292318.225,289658.75,1258630.31,0,15641040.45,5397253.12,9093209.121,0,22026,0,7830261.319,1.416096991,1.416096991,-2.086971625,201331639,1
-8317999.75,110435463,15326245,-39756640.79,82970981.25,1684882.44,289658.75,1254102.65,31100,11105445.3,10220715.28,820343.65,9422.37,54964,173598.54,1053630.8,0.933041985,0.803554321,-2.086971625,201331639,1
12203754.25,167610171.3,0,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,0,58740125.83,19474767.74,4589511.29,7877323.808,220808,0,7830261.319,2.953960825,2.953960825,1.252182975,139711805.3,1
-357200,13558408.5,0,20977484.5,0,5292318.225,0,0,0,10132227.12,7524823.79,-967569.89,1670846.22,1904127,0,61840,1.02950317,1.02950317,0,13169856,1
2814149,106608892,3904748,3770072,11576466,2823115.25,289658.75,870355.15,0,63027825.07,33210906.12,-6367670.829,7877323.808,2684776,0,2941716.05,0.967938302,0.93248577,3.070621993,121716639,1
-77226,816088,0,553463,245500,0,0,1383,0,881677.68,479882.87,-3596658.64,3763713.45,234740,0,0,8.918994536,8.918994536,0.443570754,337000,0
12203754.25,132219604,0,54649446,0,1626244.46,289658.75,3892104.498,0,34706194.39,1776810.86,9093209.121,0,3289713.125,0,6499134.05,1.212603094,1.212603094,0,109037825,1
2468558,26544869,8928744,10961754,0,185542.25,289658.75,721289.5,329935.625,63027825.07,33210906.12,2586774.8,0,2500,0,7599756.3,1.099737963,0.729825467,0,24137449,1
427168,15051969,9491577,12888974,19849449,166853.05,0,30085.1,0,3739181.73,2710855.11,-120580.84,528375.46,620532,19288,57400,36.33696253,13.42334387,1.540033287,20263682,1
12203754.25,61899961,15326245,51976152,15624869,5180489.76,0,3892104.498,0,25912862.38,22064870.93,1059557.45,0,2788434,0,1281532.5,6.292814394,4.734732393,0.300616117,25461479,1
104798.84,17043276.5,9167541,582981.5,26368188,2576716.2,0,35219.99,0,13469928.64,13338420.43,-288861.2,420369.41,0,0,135333.55,3.012282856,1.391982523,45.22988808,32026115,1
10958638.17,96307310,15326245,31613159,15715889,2236111.1,0,3728816.7,0,28190087.45,23338442.52,1592990.56,167965.37,3090689,3790,1771171.9,1.100798729,0.925618766,0.497131242,103204462,1
3077431,16440714,7028138,10968291,25647726,659353.63,0,399848.95,329935.625,5465913.16,4131641.11,-298156.66,909371.46,723057.25,37935.09,303283.15,7.232696174,4.140836123,2.338352073,27920836,1
-317674.62,2926431,0,-9722270.73,14847978,788415.22,0,183834.42,0,1258139.51,648190.87,302996.4,193953.24,112999,51656,115657.2,1.433487127,1.433487127,-1.527212974,16889455,0
-2075649,2545300,0,-15413911,16349591,509912.43,0,0,0,3900000.83,922402.07,2382936.23,46224.53,548438,118158,604763.1,0.711396145,0.711396145,-1.060703607,19927485,1
-3224675,145246224,0,-39756640.79,1687856,385187.3,0,0,5000,13192995.07,962110.65,957090.07,7877323.808,1710148,0,7830261.319,1.227149517,1.227149517,-0.042454694,120048513.8,1
-2911631,40983436,0,13981391,906963,365600.96,222907,486856.6,0,11873126.28,8533103.46,100236.13,1738204.69,1501582,0,1450422.25,0.346258941,0.346258941,0.064869297,119267620.8,1
714381,69255964,15326245,9857830,0,4287599.95,289658.75,547278.93,329935.625,63027825.07,33210906.12,9093209.121,138985.96,0,330826.6063,6335802.4,0.585126556,0.455638892,0,118360657.8,1
-8317999.75,167610171.3,15326245,-39756640.79,80526647,611961.33,100000,36.3,0,25083239,16193488.76,-2921350.04,7877323.808,3289713.125,330826.6063,4413798.15,1.416096991,1.286609327,-2.025489211,198887304.8,1
80726.66,32932653,0,313715,30272732,3790616.11,0,824867.35,0,9628501.53,2377023.54,6568771.29,502695.7,180011,0,4769926.87,1.174500611,1.174500611,96.49755989,58312439,1
12203754.25,32890900,0,66261067.99,0,12086.8,0,3892104.498,0,16488876.84,2520129.98,8613697.81,2178465.05,3176584,200927,7830261.319,2.432244363,2.432244363,0,13522860,1
8350563,34071974,8888700,23196713,0,52555.43,289658.75,3619491.25,0,3935152.4,625279.57,3185239.03,123301.8,1332,0,633099,2.340452099,1.729874721,0,14557860,1
1305270,73437618,15326245,49707720,0,934496.28,0,326148.53,0,11333687.68,10418989.54,910698.14,0,4000,0,393655.5,2.195135262,1.737016089,0,33454712,1
-1052383,14467314,1252050,-17129228,5838249,97214.4,0,0,0,5868540.74,2252203.71,1535472.26,816107.77,1264757,0,1186214.55,0.575018719,0.525254666,-0.340835501,30997976,1
6596883.02,87636795,15326245,45731651,10868117,1320984.01,289658.75,2300683.11,0,36663202.06,10959655.07,9093209.121,555568.3,3289713.125,0,7830261.319,0.960208603,0.792283791,0.237649784,102136613,1
-8317999.75,167610171.3,15326245,66261067.99,82970981.25,4407733.61,0,0,329935.625,63027825.07,33210906.12,121958.63,7877323.808,3289713.125,0,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
569411,127789109,0,12635516,0,1019014.75,0,215707.58,0,4319323.81,370251.84,-6367670.829,7877323.808,582059,0,2297252,1.079658659,1.079658659,0,118360657.8,1
4640974,10716839,0,51163057,0,40166.43,289658.75,1343457.89,0,2278601.43,548209.27,1683674.16,0,46718,0,0,7.406947997,7.406947997,0,1446863,1
933323,105797040,15326245,3114446,25176100,796149.8,170842,185905.65,0,23137147.31,13360313.79,-6367670.829,7877323.808,3289713.125,0,6667509.7,1.261338159,1.078614921,8.083652759,109052925,1
-1647354,9513070,6396137,1636089,9992906,58084.38,0,81314.7,0,3008199,1193892.69,1813019.31,0,1287,0,634084.25,0,0,6.107800981,9992906,1
9056377.9,29294564,0,28104468,170900,217334.83,0,2696256.77,329935.625,10840372.82,8822571.87,526381.55,146660.3,1344759.1,15535.52,0,390.5941867,390.5941867,0.006080884,245900,0
-8317999.75,34758820,0,-24341878,47581113,0,0,0,0,14036152.44,7742961.8,-3884838.26,7877323.808,2173805,0,0,1.756337494,1.756337494,-1.954701811,67371626,1
544349.66,8600790,4696078,1165180,9492108,731014.98,0,57944.05,329935.625,3465037.84,2647157.76,-4223613.02,4556628.1,484865,0,150585.1,15.21412803,6.907131587,8.146473506,10057424,1
0,0,0,0,0,0,0,0,0,127635.88,95603.2,32032.68,0,0,0,0,0,0,0,0,0
2070502,154321422,15326245,15146096,82970981.25,5292318.225,210000,623365.86,0,63027825.07,33210906.12,1393104.12,3606110.68,13034.5,330826.6063,1783196.95,1.303823626,1.174335963,5.478044062,201331639,1
71514.6,2489060.57,0,2480574.56,0,52827.37,0,21454.38,0,782243.77,447197.21,325113.46,577.1,9356,0,217780.05,9.267300762,9.267300762,0,268585.28,1
1779586,126890138,15326245,23611219,19536853,641185.05,253500,503633.6,0,63027825.07,33210906.12,4203369.71,0,83169,330826.6063,1179798.75,1.47179531,1.294026605,0.827439405,105751381,1
6632831,68271552,12887955,42658292,20864520,535375.41,289658.75,1963018.41,0,12298688.6,9495796.77,-5814716.99,6583448.82,2034160,75926,514294.15,9.960263726,8.080015996,0.48910819,27718912,1
112053.63,1035911,0,901699,324212,0,4884,32853.16,0,2412582.26,888409.19,768721.85,216481.22,538970,0,0,0,0,0.359556792,324212,1
12203754.25,57702649,1312578,59999823.8,0,465890.6,0,3892104.498,0,33208968.61,18480206.1,8386686.01,573577.2,3289713.125,0,0,22.52805883,22.01560689,0,2561368,0
73045,15000,0,150000,16708640,0,0,21913.5,105740,685168.52,634251.24,8773.16,42144.12,0,0,0,0,0,111.3909333,16708640,1
3058123,7103104,0,9947803,365265,745732.85,0,917436.9,166560,2661776.96,1277030.82,-200754.96,631006.85,954494.25,14166.03,146453.5,58.71547014,58.71547014,0.036718158,486240,1
80393,1796473,0,674756,929111,106075.82,0,31905.02,0,1202209.23,71529.88,724492.06,178596.29,227591,0,85676.3,1.883385595,1.883385595,1.376958486,1882964,1
273243,19964674,0,27514931,527769,604830.98,10000,197424.46,0,6626992.73,2082874.42,2560614.33,717445.93,1266058.05,33549,189630,71.99250674,71.99250674,0.019181186,805085,1
-226244,1444130,0,2951699,0,240142.9,0,0,237529.96,884799.15,806942.71,57527.44,240,20089,0,111801.3,13.35623913,13.35623913,0,108124,0
-391403,3798170,3012603,744663,1219442,125905.47,1603,4420.2,0,687278.12,573685.58,113592.54,0,0,896,0,1.720068057,0.355757826,1.637575655,3427593,1
12203754.25,167610171.3,15326245,66261067.99,0,1182285.33,289658.75,3892104.498,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,30308.1,7830261.319,1.416096991,1.286609327,0,118360657.8,1
0,0,0,0,0,0,0,0,0,5876418.94,148611.95,3174547.17,1571170.82,982089,0,0,0,0,0,0,1
12203754.25,167610171.3,0,66261067.99,0,0,0,0,329935.625,9314045.04,3530659.26,4053107.07,307626.71,1422652,133374.44,4749359.43,1.416096991,1.416096991,0,118360657.8,1
145707,2025447,0,482055,0,53619.7,0,27209.4,0,2419721.11,1488025.1,121001.62,419153.39,391541,49915.04,226980.15,1.195044228,1.195044228,0,1694872,1
-8317999.75,25345216,15326245,4057416,5918002,1091018.83,0,0,0,4365806.76,3384940.48,-121626.74,1099596.02,2897,0,442344.3,1.061734129,0.419703799,1.458564268,29789530,1
9379129,16447303,2210303,14673964.9,2234502,1860587.8,0,2750512,0,12006154.2,10016232.04,-802732.02,1243977.03,1548677.15,0,0,2.402383409,2.079534413,0.152276635,9080746,1
6585876.97,10605816,1091855,8216910.68,0,227880.3,70288,1946457.73,329935.625,31403629.74,29107670.93,2224367.4,10205.41,61386,53148.43,944837.25,2.693515158,2.416221267,0,3937537.15,1
-5561003,27079222,0,22888921,82970981.25,600647.65,0,270152.29,329935.625,60314996.86,10635654.72,9093209.121,7877323.808,3289713.125,330826.6063,3051805.5,0.998312884,0.998312884,3.624940697,110095966.3,1
-5414507,5815322,0,-18158725,31240030,1035565.03,0,0,0,3788934.67,1634557.44,350171.82,703899.41,1100306,9267.52,0,0.729577936,0.729577936,-1.720386756,39210833,0
548320,27891180,8938135,7867244,0,488034,0,25701.3,0,5040588.04,3531098.7,-1877848.83,3246068.17,141270,0,2323534.78,1.227748009,0.834298271,0,22717349,1
-168772,27236426,15326245,66261067.99,15000000,812948.98,0,139624.32,0,6253107.63,4446924.72,224769.47,1039876.44,541537,31782.2,0,3.808023849,1.665205754,0.226377275,22152378,0
71099,34955846,6449873,18224246,6805012,0,0,20509.85,0,23139879.91,14918940.29,2900584.85,1306723.77,3289713.125,14293,0,2.030954707,1.656213386,0.37340431,24016546,1
2617392.65,65587488,15326245,-854057,0,5208638.38,289658.75,866325.5,329935.625,63027825.07,33210906.12,-507895.06,4826683.73,3289713.125,15484,3627837.15,0.728900887,0.558573986,0,89981353,1
179108,800698,0,93505,0,0,0,15266.7,0,885808.88,228044.56,631851.49,25912.83,0,0,258807.2,1.157201782,1.157201782,0,691926,0
1016151,51177206,15326245,-3276729,0,56257.6,80605,833674.8,0,14205727.34,8129407.01,882711.2,3613602.13,1580007,221652.9,842734.95,0.936596444,0.656110117,0,54641683,1
1741268.46,4583264,0,3697786,0,0,0,520441.42,329935.625,4809244.63,3106604.52,-6367670.829,7877323.808,441278,0,0,5.176033735,5.176033735,0,885478,1
-3742532,17078936,15326245,-3152162,3731739,23834,0,15123.9,0,1519312,1428256.92,49870.83,39678.25,1506,8050,0,1.024364725,0.105123342,-1.183866502,20404449,1
-7210800,38526279,15326245,-29796863,51998266,3247971.86,10000,10007.4,329935.625,8390237.75,7011004.15,-5013489.34,5959175.94,433547,0,370148.75,1.343507746,0.809043235,-1.745091958,80674155,1
102177.09,845481.09,0,575237.09,0,0,0,83612.13,0,6567476.33,5804226.2,1700.79,761549.34,0,95479.91,0,3.128584131,3.128584131,0,270244,1
7991329,167610171.3,0,35497352,82970981.25,2133205.55,0,2397398.71,0,11435918.8,5215781.09,4617460.01,41469.7,1561208,0,4915071.3,4.387961798,4.387961798,2.337385089,121168709.3,1
-3749538,27236943,15326245,-39756640.79,82970981.25,2640529.6,0,14069.7,0,6564169.09,4000845.64,1451180.86,1010141.59,102001,0,651900.25,3.73678335,1.634093003,-2.086971625,90259855.25,0
3392831.81,37174782,15326245,-19511922,82970981.25,2939709.75,0,0.14,0,40149312.36,33210906.12,1445058.44,137087.3,0,36837.13,5125436.2,1.399475262,0.822506156,-4.252322311,109534353.3,1
146197.86,7975053.45,0,8944871.22,1476618,531271.53,0,228626.4,0,4159378.63,745077.05,2958692.2,210385.38,245224,71584,1545532.74,1.302223301,1.302223301,0.16507985,7600800.73,1
-3478982,5197396,1254689,-19405502,30107967,0,0,0,0,6773288.02,6268677.85,-1039030.92,1523924.09,19717,1623.58,0,1.757993152,1.333600885,-1.551517039,33064404,1
-8317999.75,167610171.3,15326245,66261067.99,82970981.25,5292318.225,0,260991,329935.625,30827126.5,17534733.96,-6367670.829,7877323.808,3289713.125,0,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
128552.8,386858,0,228553,66300,0,0,38565.84,0,576977.44,469933.1,-928895.99,1010065.08,25875.25,0,0,4.204749742,4.204749742,0.290085888,158305,1
-1458498.07,1198501,649017,-8634345,10193487,66874.96,0,31672.15,0,1348184.99,652651.09,684210.78,11323.12,0,0,396196.3,3.631282022,1.664855824,-1.180574438,10523536,1
-364413,379528,0,-392777,795823,5935.91,0,51351.9,0,365913.36,20996.9,340038.46,0,4878,0,140615.2,3.911046991,3.911046991,-2.026144606,892863,1
316432,2791071,0,931450,0,92283.26,0,94930,0,5166638.33,3589669.02,-6367670.829,7877323.808,309735,0,63938,1.002058638,1.002058638,0,2785337,0
272024.34,1494517,0,1673187,2354926,673581.56,0,78835.03,164520,1611721.28,1417052.23,-887500.84,919359.89,162810,0,0,2.420364516,2.420364516,1.407449377,2972402,1
8730115.3,116348522.4,15326245,39312129.46,45000000,5292318.225,289658.75,2824932.9,0,27947720.2,13793729.96,9093209.121,1421917.17,2921579,330826.6063,3262004.2,1.584876758,1.376105654,1.144684875,118411716,1
-1804105,72769676,7454867,65175855,0,161831.75,0,32791.5,329935.625,5844611.24,4582896.07,-6367670.829,6525849.14,1208584.35,0,286895.85,8.585205208,7.70569651,0,8476172,1
12203754.25,39527771,0,66261067.99,81900038,2844461.23,289658.75,3892104.498,329935.625,6804697.71,7853153.44,3512693.46,164669.62,767823,0,1545365,0.907158696,0.907158696,1.236020494,125473198,1
-3818531,13082736,2815909,8238432,70316824,5292318.225,289658.75,773346.25,0,16513275,6810980.1,9093209.121,55553.35,0,171434.05,2559460.4,0.617025202,0.484217598,8.535219323,91519744,1
10486379,40649924,0,33613093,0,2147913.35,57938,2510166.32,166000,9472701.14,3268815.17,5430690.85,385877.12,387318,217531,1528335.98,2.896654789,2.896654789,0,14033403,1
-5890937,1051204,0,66261067.99,82970981.25,423688.63,0,0,0,3705350.11,2447044.8,1258305.31,0,0,35787,56400,0.030145867,0.030145867,1.252182975,117841565.3,1
0,0,0,0,0,0,0,0,329935.625,18434964.75,10451597.36,-6367670.829,7877323.808,29446,0,7830261.319,0,0,0,0,1
12203754.25,167610171.3,0,66261067.99,82970981.25,2193840.28,289658.75,3892104.498,329935.625,25742474.54,10199082.35,-6367670.829,7877323.808,2634917,183633,7830261.319,1.416096991,1.416096991,1.252182975,201331639,1
12203754.25,74505759,0,66261067.99,0,34331.4,289658.75,3892104.498,0,5491253.22,836736.4,2656600.43,1482994.39,514922,209535,1239136.45,90.3578732,90.3578732,0,824563,1
-873546.75,960478,237892,733861.25,2399032.75,0,0,11013.9,0,488675.33,206238.31,-13168.36,186214.08,109391.3,0,0,1.490416426,1.12126883,3.269054947,3043468.75,1
35113.06,215276,0,2611548,0,0,0,8726.12,0,14373041.19,14262042.44,-99364.23,210362.98,0,0,0,2.288733667,2.288733667,0,94059,1
86106.86,41339723,15326245,-2555296,25636870,347095.1,0,0,0,10939823.76,7746278.55,-6367670.829,7877323.808,832711,0,432827.9,1.981792649,1.247064947,-10.03283768,46496632,0
-8317999.75,8920501,0,-39756640.79,82970981.25,5292318.225,47511,126199.2,329935.625,4741572.15,4030967.99,-6367670.829,7877323.808,458616,22625.34,1065399.8,1.176598894,1.176598894,-2.086971625,90552580.25,1
-8317999.75,11161561,7953640,15148068,0,756402.6,0,0,0,4464145.82,2814770.95,1600027.4,49347.47,0,0,440813.8,15.68364085,4.507602551,0,711669,1
158503,619705,1,302581,1126791,0,0,77042.65,0,13089157.99,11999060.08,-1671698.74,1992652.1,769144.55,598,0,3.728154347,3.728148331,3.723931774,1293014,1
-837008,2476839,1343160,-3746978,12500000,1044289.15,0,8583.6,0,1042106.49,881306.29,86512.41,74287.79,0,0,0,1.327679385,0.607694823,-3.336021722,14365540,1
0,0,0,0,0,0,0,0,0,1972436.24,1702709,269727.24,0,0,0,0,0,0,0,0,1
-26627,9603386,4803499,-272646,10064061,0,0,1890.3,0,3594857.76,2820501.26,-3068391.7,3842748.2,0,0,0,69.30350004,34.63871689,-36.91255694,10202631,1
681646.1,12271481.68,1623696,-5996338.47,16000000,1701286.91,0,592363.15,0,8936799.22,7455055.19,10726.77,1306811.21,164206.05,53805.37,1949167,0.586316902,0.508738625,-2.668295007,36929776.43,1
1509968,27957210,0,66261067.99,0,0,30000,452990.4,0,1474999.94,0,1474999.94,0,0,0,0,5.306172609,5.306172609,0,5268809,1
620008,3284698,0,1353612,2317211,89375,13050,209103.6,0,778577.52,229162.31,306136.53,243278.68,0,33011,31300,656.9396,656.9396,1.711872383,2322211,1
-962,199038,0,199038,0,0,0,1242,0,382427.59,233272.55,-408171.28,518915.32,38411,0,0,0,0,0,0,1
-8317999.75,167610171.3,15326245,-39756640.79,82970981.25,5292318.225,289658.75,1821685.16,20600,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,-2.086971625,201331639,1
-334289,1155911,85230,-411122,1505533,0,0,0,0,894136.25,0,576300.05,236658.2,81178,6773,0,2.463373675,2.281739156,-3.662010304,1974772,1
246141,8289194,0,213606,0,100789.75,82000,73842.6,115839.94,6694531.84,5828648.23,-3900517.69,4376249.3,390152,0,0,0.969959686,0.969959686,0,8545916,0
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
1646275,108979231,15326245,1755620,72430547,3512498.7,40000,399856.45,35095,63027825.07,33210906.12,-6367670.829,7877323.808,9918,19156,282000,1.743480934,1.498287279,41.25639204,134937242,1
3330458.27,69465833,15326245,31296462.73,76340710,3100972.35,124839,979009.97,329935.625,63027825.07,33210906.12,6368254.98,0,331495,0,593442.15,1.051413862,0.819440448,2.439275987,142409682,1
2545298,9077178,0,3989927,7000000,85128.05,56151,731126.7,0,3580762.06,2246307.78,497510.24,642091.04,194853,130889.01,332747,1.850062102,1.850062102,1.754418063,11906418,1
12203754.25,167610171.3,0,66261067.99,82970981.25,5292318.225,0,3892104.498,0,63027825.07,33210906.12,9093209.121,7877323.808,3289713.125,330826.6063,3504709.1,2.510166851,2.510166851,1.252182975,149743503.3,1
-8317999.75,3582061,0,-11167004.5,0,93979.54,50634,3892104.498,0,6405368,19450.44,6223917.56,0,162000,0,0,0.224227627,0.224227627,0,15975110,1
-341629.25,1457581,0,-732854.47,2267855.57,8381.95,0,2541.16,0,1609154.21,1408.91,139823.36,825903.94,642018,4805,0,25.4177522,25.4177522,-3.09455105,2325200.57,0
266126.15,9350740.55,6159970,5807316.12,0,130694.26,0,77817.85,329935.625,1653327.57,1487771.36,154088.57,11467.64,0,4031,0,2.168846409,0.740079485,0,4311389,1
-1524567.74,4241525,0,-2758470,2900000,775070,0,9275.32,0,2999254.19,2888913.2,-400092.87,510433.86,0,0,0,0.607812454,0.607812454,-1.051307428,9878345,0
-79012.32,13199.02,0,-101848.32,257183.48,20305.16,0,0,0,117088,0,54188,51400,11500,0,0,0,0,-2.525161731,257183.48,1
663287,20066361,0,19167896,0,1647066.83,0,712660.67,329935.625,8483351.83,1628169.48,4581239.76,2239459.59,34483,121235,5597314.45,1.959590066,1.959590066,0,10240081,1
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,0,329935.625,63027825.07,33210906.12,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
-389841,3031005,0,-557084,0,2841398.1,0,22388.91,0,17387894.96,13565309.14,-910698.34,1296947.16,3289713.125,0,0,0.174433983,0.174433983,0,17376230,1
4766770,10605875,0,9127125,0,4750,0,1402388.2,329935.625,22507211.91,19263038.4,-5406086.36,6008737.32,2641522.55,0,0,6.970670391,6.970670391,0,1521500,1
12203754.25,167610171.3,15326245,66261067.99,7841647,5292318.225,289658.75,3892104.498,0,63027825.07,33210906.12,9093209.121,0,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,0.118344712,126202304.8,1
12203754.25,167610171.3,0,66261067.99,0,2203154.72,289658.75,3892104.498,329935.625,57006013.66,6661687.97,9093209.121,0,3289713.125,330826.6063,7830261.319,1.416096991,1.416096991,0,118360657.8,1
-215643,3533384,0,4990808,0,487580.28,0,221494.5,0,2118810,1032085.75,-2845371.81,3272856.06,659240,28332,1020879.7,1.740831942,1.740831942,0,2029710,0
