net_profit,current_assets,total_inventory,proprtor_capt_reserves,total_debt,capital_allowance,installment_tax_paid,tax_payable_IT,sales_exempt,output_VAT,input_VAT,VAT_payable,less_crdt_bal_prv_mnth,WVAT - credit,VAT_advance_paid,paye_payable,current_ratio,quick_ratio,Gearing_ratio,total_liabilities,payment_time
12203754.25,167610171.3,0,66261067.99,0,28530.1,289658.75,3892104.498,0,61292882.56,41000,9093209.121,3032908.95,3289713.125,330826.6063,7830261.319,6.184745029,6.184745029,0,27100579,1
-8317999.75,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,0,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,729347,0,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
12203754.25,167610171.3,0,66261067.99,0,5292318.225,289658.75,3892104.498,0,63027825.07,13368113.94,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.416096991,0,118360657.8,1
-8317999.75,167610171.3,15326245,66261067.99,82970981.25,5292318.225,0,2577309.1,329935.625,63027825.07,33210906.12,9093209.121,3543855.14,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
4353801,66834635,15326245,11096800,0,2218537.53,289658.75,1275084.9,0,44354543.4,33210906.12,9093209.121,441913.66,643411,330826.6063,7830261.319,1.051368062,0.81027264,0,63569208,1
2997415,4909578,0,7246404,1350504,1219260.95,0,862186.9,0,4511217.11,2273812.7,-6367670.829,7877323.808,1137770.8,192033,0,24.47776121,24.47776121,0.186368853,1551077,1
479874,5409042,4552318,2231069,6235461,162119.76,70000,134275.2,291470,3068496.2,2806177.46,259489.74,0,2829,0,0,0.076156556,0.012062237,2.794831088,77260758,1
-3120114,64752837,15326245,-13775758,81670054,217994.4,45000,506314.53,0,12194404.1,7650877.31,2087162.14,1570448,885916.65,5027.73,0,4.47705126,3.417385188,-5.928534314,96133332,0
158038,50100,0,0,268101,0,0,47411.4,0,6278212.94,4398957.27,-1561816.53,1697285.2,1743787,0,0,0,0,0,268101,1
5429427.91,56083174,0,49256524,0,0,0,1646945.56,0,34609012.1,29425442.04,3315780.06,0,1867790,330826.6063,114040,8.683598002,8.683598002,0,6458518,1
-8317999.75,14321303.82,7227086.09,859227.91,28907969.91,879375,0,0,0,16452621.09,16123175.03,329446.06,0,0,0,311591.05,5.800270879,2.873228934,33.64412349,31377044.91,1
133672,318884,0,456701,0,56497.25,0,40101.6,0,1665475.99,1197047.09,-2707189.66,3159694.56,15924,0,0,4.137428153,4.137428153,0,77073,1
11250186.3,16880629.37,3191050,13556153.6,0,440000,0,1274947,0,30761620.39,21146843.87,-1024777.74,4990770.26,3289713.125,330826.6063,1968919.35,2.734368167,2.217473604,0,6173502.74,1
-325189,1761138,0,-14796411,17326116,562204.41,14453,0,0,2149008.13,1109152.57,419508.23,357263.33,263084,0,201995.25,0.240862837,0.240862837,-1.170967473,24637904,1
2290954,11106028,0,3491111,1225195,471362.78,0,645124.05,0,4013534.24,2824188.27,-6367670.829,7877323.808,609596,0,0,1.003489616,1.003489616,0.350947019,12292602,1
12203754.25,167610171.3,0,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,0,16538857.84,0,9093209.121,0,57617,162208,7830261.319,1.416096991,1.416096991,1.252182975,201331639,1
-5756870,109854495,0,66261067.99,77226851,1495289.33,0,799017.3,0,11152964.68,1886999.42,9093209.121,0,87839,0,1217365.1,0.937898457,0.937898457,1.165493605,194355197,1
12203754.25,155461816,0,66261067.99,5525000,3829073.83,289658.75,3892104.498,0,46877329.74,4164658.63,9093209.121,759730.16,3289713.125,330826.6063,7830261.319,1.994440392,1.994440392,0.083382296,83472587,1
8327176,15234286,948284,6898772,503267,1407497.56,289658.75,3892104.498,0,34006272.68,12544417.28,9093209.121,0,21814,0,7830261.319,0.886485854,0.831305037,0.072950229,17688297,1
11672652,167610171.3,15326245,66261067.99,82970981.25,2259213.65,0,3892104.498,329935.625,63027825.07,18554022.25,9093209.121,7071844.17,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,0
-8317999.75,167610171.3,15326245,-39756640.79,82970981.25,5292318.225,0,0,329935.625,32294881.38,13061789.14,9093209.121,3766485.02,3289713.125,0,7830261.319,1.416096991,1.286609327,-2.086971625,201331639,1
189382,964849,0,844659,0,35697.75,0,54237.73,0.01,2400226.76,2339949.33,-278714.86,335665.29,3327,2893,0,6.03030625,6.03030625,0,160000,0
116315.74,2678922,1421256,2641542,699229,123717.5,0,33318.72,0,2747724.86,2470353.1,277371.76,0,0,4871,0,4.255817168,1.997966553,0.264704858,1328702,1
2021273,2277555,0,6585734,74000,121884.1,0,480290.7,329935.625,881813.2,484780.84,395107.12,1925.24,0,11817.35,0,61.75582972,61.75582972,0.011236409,110880,0
-8317999.75,167610171.3,0,66261067.99,0,5292318.225,0,3892104.498,329935.625,63027825.07,14360652.24,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.416096991,0,118360657.8,0
12203754.25,167610171.3,0,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,329935.625,63027825.07,11573186.01,9093209.121,2219271.76,3289713.125,330826.6063,4083058.85,1.416096991,1.416096991,1.252182975,201331639,1
3555114,167610171.3,15326245,66261067.99,82970981.25,2829404.08,289658.75,1131440.27,0,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,0,7830261.319,1.790336725,1.626628646,1.252182975,176590337.3,1
-129080.29,417600,0,-129080.29,0,0,0,0,0,732600,4000,499136,93600,135864,28800,0,0.763883402,0.763883402,0,546680.29,1
1499806.85,34130539,14905142,3099645,21300841,1293217.38,289658.75,435461,329935.625,10708618.79,7201336.55,3003252.89,14957.35,489072,59379,0,1.741661932,0.98106104,6.87202599,40897376,1
0,0,0,0,0,0,0,0,305210,8547752.67,1884680.82,4948792.96,578473.89,1135805,0,121841.5,0,0,0,0,0
-76885,2706564,451168,3014891,0,0,0,0,0,21862.88,0,21298.88,0,564,0,0,5.871377252,4.892653847,0,460976,1
600467.51,6541187.58,0,3157567.51,0,7808.17,3801,173932.15,0,9388822.4,4199419,3750817.2,500047.2,938539,0,124840.6,1.873207028,1.873207028,0,3491972.58,1
-8317999.75,5664888,0,-14308606,0,116552.75,60,0,0,1529004.22,65347.26,1459426.35,4230.61,0,0,3687855.39,0.273806403,0.273806403,0,20689392,1
12203754.25,27176531,0,66261067.99,2616839,3420589.58,289658.75,3892104.498,0,3787770.73,1969745.25,1696282.62,121742.86,0,0,7830261.319,0.229607806,0.229607806,0.039492859,120977496.8,1
7814,141906,27800,195275,0,21615.5,0,2344.2,0,317046.4,279860.21,69.07,12013.12,25104,0,0,1.938580074,1.558803841,0,73201,1
12203754.25,131580245,0,-39756640.79,82970981.25,718343.54,0,410233.92,329935.625,12234161.48,3870668.91,4196821.45,3676932.12,489739,330826.6063,7830261.319,1.426814682,1.426814682,-2.086971625,175190557.3,1
-1200764,21977958,0,-4231834,19417244,203164.38,0,1036158.6,0,9587431.42,2377133.68,6160025.25,362346.49,687926,330826.6063,7830261.319,1.696938864,1.696938864,-4.588375631,32368776,1
-8317999.75,40312072,0,600572,82970981.25,4832895.45,0,29885,329935.625,5571459.37,1958024.43,-6351534.26,7877323.808,14667,0,4695257.14,2.026253589,2.026253589,138.1532626,102865861.3,1
-204612,1822638,512680,-125020,2992520,182559.96,0,2708.1,0,1162474.36,1008231.81,-185161.93,190351.48,149053,718.2,104327.5,2.351056831,1.689740752,-23.93633019,3767762,1
-8317999.75,84839732.37,2099844,-39756640.79,35584670.37,0,0,236118.9,0,63027825.07,33210906.12,1144910.46,768880.37,65414,0,492330.16,0.71678997,0.699048906,-0.895062301,153945328.1,1
12203754.25,167610171.3,0,66261067.99,15088290,5292318.225,289658.75,3892104.498,0,63027825.07,3624264.52,9093209.121,539833.35,3289713.125,330826.6063,7830261.319,2.799677309,2.799677309,0.227709731,74955965,1
-8047038,28418427,15326245,-17977027,19861259,119500,0,0,0,2243103.49,1422590.09,-6367670.829,7616651.73,22694,0,736110.2,0.998928009,0.460199549,-1.104813326,48310183,1
2418497,39725437,409530,6733845,3993332,4704032.63,289658.75,1250369.7,329935.625,52371831.86,27378740.23,-3141432.81,7877323.808,3289713.125,330826.6063,7830261.319,0.814285704,0.805891223,0.593024045,52778957,1
12203754.25,42459494,4087946,29778479,0,1250195.2,289658.75,3334621.5,329935.625,11260024.46,3992221.28,3352452.73,2931782.45,983568,330826.6063,4006186.9,2.824952895,2.552970028,0,15030160,1
12203754.25,89627755,5596804,58910390,34513739,5292318.225,289658.75,3892104.498,329935.625,51752587.39,33210906.12,8952395.9,5973080.16,1465474,330826.6063,7830261.319,2.488924522,2.333503663,0.585868452,70524375,1
12203754.25,167610171.3,15326245,66261067.99,0,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,9093209.121,7877323.808,3289713.125,0,7830261.319,1.416096991,1.286609327,0,118360657.8,1
7894262,5014202,865050,7661577,2300000,364000,0,2368278.6,329935.625,3907118.99,2795172.8,119368.3,561248.89,431329,0,59150,3.773978361,3.122891711,0.300199293,3628625,1
261213,3746803,0,796658,0,73153.3,0,74237.09,0,6476916.63,5063863.73,-485769.9,948628.95,950193.85,0,0,1.135321225,1.135321225,0,3300214,0
12203754.25,167141059,9174332,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,0,63027825.07,33210906.12,9093209.121,1297658.53,1196004,330826.6063,7830261.319,1.412133577,1.334621909,1.252182975,201331639,1
3970339,59566185,0,57347665,68686801.54,699950.11,289658.75,1467103.77,0,20607261.42,9414025.61,9093209.121,0,1176883,0,6800258,3.13979801,3.13979801,1.197726212,87658144.54,1
-8317999.75,38392331.09,0,-39756640.79,40465999.27,999486.2,0,2194114.53,329935.625,32357261.32,25283178.93,-6367670.829,7877323.808,3289713.125,0,535926.14,0.542614824,0.542614824,-1.017842515,111220297.6,0
-17743,733324,0,25843,0,0,0,18838.2,0,179586.08,62633.01,105409.07,11544,0,0,0,1.036528189,1.036528189,0,707481,1
-665381.07,284451.36,0,-1102045.56,1386497.92,0,3038,62758.62,720,1093021.29,170321.36,497809.47,302835.46,122055,0,234000,0,0,-1.258113067,1386497.92,1
-8317999.75,4964272,0,-34192630,54816371,5152.5,0,0.3,0,5547621.99,3312212.31,-1768063.03,3970521.71,32951,0,1018945.05,1.174284114,1.174284114,-1.603163343,59043859,1
-33810,130350,0,8030350,10000000,0,4256,34857,0,867507.84,589102.66,278405.18,0,0,0,54182.5,0,0,1.245275735,10000000,1
-14804.89,84645,0,58074874.68,0,55836.99,0,44062.83,153800,1305785.67,1014215.64,-2509829.88,2673125.91,128274,0,133045,2.565,2.565,0,33000,1
520257.28,820257,0,820257,0,0,0,155202.83,0,2196158.1,1835979.4,188671.32,65675.33,105832.05,5503.95,0,0,0,0,0,1
965974,5241098,896982,2401112,1331250,19941.33,55831,291976.44,329935.625,1918885.92,1516138.46,135181.31,13557.75,254008.4,0,0,3.54222543,2.935995123,0.554430614,2810856,1
-69610,5444910,4594773,-3191611,8340846,92885.08,0,0,0,2429305.06,1527963.6,890920.46,0,10421,0,0,3.901340665,0.609132942,-2.613365476,9736497,1
12203754.25,55913579,0,66261067.99,0,543456.91,289658.75,3892104.498,0,12242684.16,426280.23,6477584.09,2891953.84,2446866,0,402801.3,28.52323237,28.52323237,0,1960282,1
1287597,2205507,28985,2144312,0,0,0,348316.85,0,4606537.38,3556704.25,-836306.02,1305603.25,580535.9,0,0,0,0,0,0,0
5140957,64833702.5,15326245,6611471,1715937,2220338.98,289658.75,1496937.85,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,2194175,53561,1073096.85,0.984013502,0.751399422,0.259539367,67602942,1
-2368341,20214747,2254200,346438,21899726,507852.75,0,43931.4,1,32011714.11,31433500.97,558144.14,0,20069,5080,0,0,0,63.21398345,21899726,1
-251229,30540,0,143915,0,0,1500,0,0,38980.89,0,38980.89,0,0,0,0,3.054,3.054,0,10000,1
2049208.82,4383474.99,0,-4353162.97,0,69377.78,130000,188833.3,0,3178288.63,207378.65,2970909.98,0,0,0,1861836.05,0.491459148,0.491459148,0,8919306.95,1
-4061900.7,16703692,6201670,-4648765,16291339,0,0,299789.24,0,15054933.64,9443548.99,-2206359.84,4987236.49,2830508,0,1464852.45,1.014243387,0.637679764,-3.504444514,32760455,1
-703177.01,7412864.47,0,2801553.69,5527779.38,1472615.72,48259,672921,0,6476528.99,4020138.92,-1737055.89,2869286.96,1324159,31751.14,864954.71,0.686853314,0.686853314,1.973112063,16320279.49,1
12203754.25,104566623.1,0,66261067.99,0,641074.06,289658.75,2516201.68,2.53,5224379.86,3253483.65,459546.08,1509425.13,1925,67912.47,2740044.4,0.883457604,0.883457604,0,118360657.8,1
223264.29,44460119,15326245,843147,4000000,1723447.3,10000,64031.4,329935.625,32549066.22,32472554.35,-726874.6,803386.47,0,0,224040,0.984156561,0.644899156,4.744131213,49175860,0
3767338,3150785,0,4247719,0,20567,0,878479.5,0,3687945.75,800000,609692.95,1690294.2,587958.6,0,0,0,0,0,0,1
647878,13469946,9912818,6449311,2511686,66662.75,0,72900.3,0,8144821.04,7794445.22,-4244692.76,4479982.58,115086,2722,173460.55,2.749670579,0.726129875,0.389450284,7410435,1
12203754.25,167610171.3,15326245,66261067.99,1205618,5292318.225,289658.75,3892104.498,329935.625,62786877.5,26252019.04,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,3.581509423,3.254016822,0.018194968,48004370,1
12203754.25,138274912,0,46603052,82970981.25,1818876.08,116029,3892104.498,0,26226295.46,4529068.26,4924190.79,7877323.808,3289713.125,330826.6063,598635.06,9.544729208,9.544729208,1.780376557,97458025.25,1
5395181,28332179,5418247,34103380,4560719,599566.21,33303,1574439,30000,17020236.43,6711582.97,9093209.121,681293.87,22638,330826.6063,6102255.2,4.987159711,4.033415097,0.13373217,10241744,1
-6515742,4246086,0,-39756640.79,74582079,3672959.45,0,0,0,3832845.88,2544632.4,-6139673.86,6539272.34,888615,0,0,2.164497455,2.164497455,-1.875965311,76543775,0
21802,148755,61050,15579489,1218310,26640,0,6540.6,0,17801.48,0,17801.48,0,0,0,0,0.00175756,0.001036246,0.078199612,85855553,1
2349407.45,2454682,0,1791896,7175484,69600,0,755198.99,0,4719680.93,3529209.52,-394304.64,509504,1075272.05,0,0,5.914896386,5.914896386,4.004408738,7590484,1
439092,1,0,4,1,0,0,64491.6,0,709013.95,501605.12,99290.67,108118.16,0,0,0,1,1,0.25,2,1
12203754.25,96950362,0,66261067.99,82970981.25,0,289658.75,3892104.498,0,5353934.26,304073.97,2835331.24,1173034.05,1041495,0,7830261.319,0.819109693,0.819109693,1.252182975,201331639,1
4620747,99842935,15326245,65459643,9328801,179638.5,289658.75,1383026.7,139119.74,63027825.07,33210906.12,151453.55,118791.68,0,0,2312075.9,3.232095964,2.735957759,0.14251225,40219881,1
-8317999.75,150774046.2,15326245,-39756640.79,82970981.25,3746987.19,289658.75,609923.3,0,63027825.07,33210906.12,-6367670.829,7877323.808,200159,0,5883399.05,1.687068996,1.515577726,-2.086971625,172341390.3,1
12203754.25,89202479,0,66261067.99,0,2654034.63,289658.75,3892104.498,0,63027825.07,2378023.33,-6367670.829,7877323.808,3289713.125,330826.6063,7830261.319,22.8111854,22.8111854,0,3910471,1
-8317999.75,167610171.3,15326245,28788726,68214149,2345999.63,289658.75,0,0,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,0,7830261.319,1.416096991,1.286609327,2.369474391,186574806.8,1
332324,1923698,0,453990,346892,44748.83,0,96473,0,2317590.63,137765.92,2179824.71,0,0,0,481692.45,1.396109584,1.396109584,0.764096125,1724791,1
-8317999.75,13009600,0,-39756640.79,82970981.25,5292318.225,0,31480.72,0,8981367.23,3716118.85,3315100.87,59479.51,1890668,64067.71,0,28.70298666,28.70298666,-2.086971625,83424230.25,0
12203754.25,58318147,0,45181369,0,1436801.35,289658.75,3892104.498,0,9547226.87,889121.09,8081647.72,143549.06,432909,0,7679937.7,2.183870555,2.183870555,0,26704031,1
-1769758,18865013,11591515,20264381,796000,0,0,51170.8,0,3899249.32,3771863.61,127385.71,0,0,3341.24,0,3.771022059,1.453935993,0.039280746,5798626,1
181524,2919089,268472,3607313,0,205907.05,10737,72625.29,0,7054086.31,5556258.53,-2125846.99,2581230.77,1042444,0,50100,9.429191162,8.561977518,0,309580,0
10683096,67630669,5510078,13645342,0,5292318.225,289658.75,1784673.05,329935.625,43017881.06,13158688.71,9093209.121,0,93248.7,330826.6063,7830261.319,1.0388675,0.954227779,0,65100380,1
12203754.25,86501490,15326245,66261067.99,0,114564.98,289658.75,3892104.498,0,55007291.43,33210906.12,6397858.86,11929.68,0,0,1505419.7,57.69031306,47.46880275,0,1499411,1
0,0,0,0,0,0,0,0,0,1358403.13,967190.12,-171700.57,227348.58,335565,0,0,0,0,0,0,0
465432,2487789,550500,3107453,3150500,0,0,146579.4,329935.625,2465138,2161068.44,-47017.54,128840.1,222247,1611,0,37.96296466,29.56248856,1.013852824,3216032,1
1202805,2863217,0,2974032,0,0,0,373209.35,0,736926.56,453172.27,-1326748.15,1459893.44,150609,0,0,12.21337013,12.21337013,0,234433,1
389362,1051004,0,770472,65894,0,0,117102.3,0,865245.22,411868.78,297497.01,86982.43,68897,43043,0,4.896635265,4.896635265,0.085524198,280532,1
-18024.81,1879799,414560,-1694579.13,5959483.88,668810.28,0,0,0,1925250.74,1949084.08,-4424696.71,4400863.37,0,0,206583.35,16.31769965,12.71908854,-3.516792916,6074683.88,1
-1039864.44,27177381,3992700,-13046355,39552425,1062413.5,0,0,329935.625,4671813.78,2163171.73,-1577549.17,3586825.22,499366,0,1234358.56,2.439065807,2.080736281,-3.031683945,50694962,1
-61168,71832,15840,76957,0,1875,0,0,0,122887.28,112728.82,-77127.85,85604.31,1682,0,0,8.979,6.999,0,8000,1
-8317999.75,3056544,0,66261067.99,0,3122341.18,0,0,0,3257761.6,1781883.11,1436846.55,39031.94,0,0,399743.9,6.67230743,6.67230743,0,458094,1
-1378320,4957791,0,4737078,2421539,1164772.88,0,443923.59,0,5212547.44,696421.91,3387283.88,75500.65,1053341,265200,851834.1,2.583785567,2.583785567,0.511188332,4340348,1
133400,0,0,1,0,0,0,40020,0,1554504.96,1147286.85,-9400.26,248401.97,168216.4,100737,0,0,0,0,0,1
8096818.55,167610171.3,15326245,15492171,33193276,5292318.225,289658.75,3412343.55,0,36323239.4,33210906.12,1030357.51,0,34499,0,7451434.85,1.416096991,1.286609327,2.14258389,151553933.8,1
2194071,177637.4,0,2545923,4878240.4,0,0,647854.5,0,3789152.22,3142902.43,-508366.41,872098.35,282517.85,0,0,4.440935,4.440935,1.916098955,4918240.4,1
-7210544.68,10305106.19,2750898,-26936438.57,56748697.54,5292318.225,39598,0,0,10512818.88,9273108.79,-1424009.26,1632975.4,1030743.95,22764,795608.85,1.26753031,0.929169255,-2.106763201,64878764.42,1
0,0,0,0,0,0,0,0,0,1095214.55,369874.2,725340.35,0,0,0,0,0,0,0,0,1
1625185,5477402,0,17786590,0,12939.06,289658.75,564975.63,329935.625,339228.14,44057.45,290737.38,4433.31,0,0,0,0.689326567,0.689326567,0,7946019,1
-7580284.62,32954519,5285302,-39756640.79,82970981.25,5292318.225,30000,0.3,0,21411915.32,11529212.15,8545563.17,0,1337140,149883.84,5182162,0.604552225,0.507593107,-2.086971625,137481605.3,1
682838.47,17127672,8144529,5107700.47,4102559.73,554710.9,0,195161.99,0,4293760.41,3670532.46,-117762.74,573638.69,167352,100454.5,155040,1.734368587,0.909643823,0.803210712,13978010.73,0
12203754.25,45516008,0,50120793,40000,2038877.06,236419,3892104.498,0,29939417.78,16687132.84,9093209.121,262941.29,0,330826.6063,965999.1,98.18350623,98.18350623,0.000798072,503581,1
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
6050546,167610171.3,15326245,9224281,82970981.25,4555968.25,289658.75,2043352.76,329935.625,54733549.16,33210906.12,-6367670.829,7877323.808,3289713.125,0,3822874.6,2.472725454,2.246619867,8.994845371,150754556.3,1
-371842.45,570506.54,0,66261067.99,20588412.78,184488.82,0,0,0,845500.73,84447.45,-2940593.74,3377811.02,323836,0,73940,0.472325543,0.472325543,0.310716585,21796280,0
570136,4494164,0,1349428,2361078,269937.75,0,169439.05,0,4107345.49,3096494.83,-918624.83,1284716.84,644758.65,923,0,3.178351787,3.178351787,1.749688016,3775070,1
-2260365.67,1969305,0,7811949,0,17436.9,3350,86461.6,0,11318042.38,11225179.04,-38067.46,125349.8,5581,0,252106.2,1.198986286,1.198986286,0,1642475,1
-252546,92009,0,132885,0,3204,0,0,0,356737.8,291872.8,-113396.7,119233.5,59028.2,0,0,4.60045,4.60045,0,20000,1
12203754.25,32775636,0,66261067.99,82970981.25,5292318.225,0,3892104.498,0,4103770.24,332461.64,3771308.6,0,0,330826.6063,96627.93,0.397699612,0.397699612,1.252182975,165384026.3,1
572594.5,144635945,0,38436047,82970981.25,5292318.225,289658.75,1605648.84,0,31556991.4,16235019.35,9093209.121,964789.6,3289713.125,0,7830261.319,2.302448144,2.302448144,2.158676236,145789310.3,1
10415029.61,91387072,15326245,19218640,56590045,1081651.43,289658.75,2594830.33,0,59494266.75,33210906.12,-6367670.829,7877323.808,581096,330826.6063,3519583.65,0.772106828,0.642619165,2.94453952,174950702.8,1
